Designator,Mid X,Mid Y,Rotation,Layer
C2,161.9,-87.1,180.0,bottom
D1,154.725,-88.7,0.0,bottom
D2,161.6,-88.7,0.0,bottom
J2,154.3875,-86.93,0.0,top
R1,161.9,-85.5,0.0,bottom
R3,151.2875,-88.7,180.0,bottom
R4,158.2,-88.7,180.0,bottom
U1,167.25,-87.19,90.0,top
